Order_ID,From,To,Shipment_Date,Delivery_Date,Distance,Shipment_Cost,Order_Date
O149332,Kolkata,Kolkata,03-07-2024,04-07-2024,0,5120,01-07-2024
O149333,New Delhi,New Delhi,03-07-2024,04-07-2024,0,6140,01-07-2024
O149334,Bhopal,Bhopal,03-07-2024,04-07-2024,0,5260,01-07-2024
O149335,Lucknow,Lucknow,03-07-2024,04-07-2024,0,5820,01-07-2024
O149336,Patna,Patna,03-07-2024,04-07-2024,0,6660,01-07-2024
O149337,Lucknow,Kanpur,03-07-2024,04-07-2024,75,8323,01-07-2024
O149338,Ranchi,Dhanbad,03-07-2024,04-07-2024,122,9568,01-07-2024
O149339,Chandigarh,Chandigarh,03-07-2024,04-07-2024,0,5480,01-07-2024
O149340,Chennai,Salem,03-07-2024,05-07-2024,280,13608,01-07-2024
O149341,Ahmedabad,Surat,03-07-2024,05-07-2024,208,13032,01-07-2024
O149342,Kolkata,Kolkata,03-07-2024,04-07-2024,0,5300,01-07-2024
O149343,Ahmedabad,Ahmedabad,03-07-2024,04-07-2024,0,5360,01-07-2024
O149344,Kolkata,Kolkata,03-07-2024,04-07-2024,0,6340,01-07-2024
O149345,Lucknow,Kanpur,03-07-2024,04-07-2024,75,8803,01-07-2024
O149346,Mumbai,Pune,03-07-2024,04-07-2024,120,9224,01-07-2024
O149347,Mumbai,Pune,03-07-2024,04-07-2024,120,9604,01-07-2024
O149348,Bangalore,Bangalore,03-07-2024,04-07-2024,0,6580,01-07-2024
O149349,Patna,Patna,03-07-2024,04-07-2024,0,6580,01-07-2024
O149350,Jaipur,Jaipur,03-07-2024,04-07-2024,0,5800,01-07-2024
O149351,Jaipur,Jodhpur,03-07-2024,05-07-2024,285,14140,01-07-2024
O149352,Mumbai,Aurangabad,03-07-2024,05-07-2024,273,13774,01-07-2024
O149353,Hyderabad,Hyderabad,03-07-2024,04-07-2024,0,5860,01-07-2024
O149354,New Delhi,New Delhi,03-07-2024,04-07-2024,0,5740,01-07-2024
