Order_ID,From,To,Shipment_Date,Delivery_Date,Distance,Shipment_Cost,Order_Date
O049414,Mumbai,Aurangabad,03-07-2023,05-07-2023,273,14794,01-07-2023
O049415,Ahmedabad,Vadodara,03-07-2023,04-07-2023,101,7870,01-07-2023
O049416,Lucknow,Noida,03-07-2023,05-07-2023,397,17550,01-07-2023
O049417,Ahmedabad,Vadodara,03-07-2023,04-07-2023,101,8010,01-07-2023
O049418,Mumbai,Mumbai,03-07-2023,04-07-2023,0,6300,01-07-2023
O049419,Ranchi,Dhanbad,03-07-2023,04-07-2023,122,9588,01-07-2023
O049420,Hyderabad,Hyderabad,03-07-2023,04-07-2023,0,6900,01-07-2023
O049421,Lucknow,Ghaziabad,02-07-2023,04-07-2023,399,15973,01-07-2023
O049422,Kolkata,Kolkata,03-07-2023,04-07-2023,0,6280,01-07-2023
O049423,Chennai,Madurai,03-07-2023,06-07-2023,422,18671,01-07-2023
O049424,Bangalore,Mysore,03-07-2023,04-07-2023,128,9881,01-07-2023
O049425,Lucknow,Kanpur,03-07-2023,04-07-2023,75,7823,01-07-2023
O049426,Lucknow,Kanpur,03-07-2023,04-07-2023,75,7183,01-07-2023
O049427,Mumbai,Aurangabad,03-07-2023,05-07-2023,273,13794,01-07-2023
O049428,Bhopal,Gwalior,03-07-2023,05-07-2023,338,14951,01-07-2023
O049429,Lucknow,Noida,03-07-2023,05-07-2023,397,17210,01-07-2023
O049430,Bhopal,Gwalior,03-07-2023,05-07-2023,338,14771,01-07-2023
O049431,Chandigarh,Faridabad,03-07-2023,05-07-2023,264,14333,01-07-2023
O049432,Jaipur,Jodhpur,03-07-2023,05-07-2023,285,13880,01-07-2023
O049433,Ranchi,Jamshedpur,03-07-2023,04-07-2023,108,8941,01-07-2023
O049434,Mumbai,Pune,03-07-2023,04-07-2023,120,8344,01-07-2023
O049435,Jaipur,Udaipur,03-07-2023,05-07-2023,335,16333,01-07-2023
O049436,Hyderabad,Visakhapatnam,03-07-2023,06-07-2023,503,21190,01-07-2023
O049437,Mumbai,Aurangabad,03-07-2023,05-07-2023,273,13114,01-07-2023
O049438,Chennai,Coimbatore,03-07-2023,06-07-2023,427,19506,01-07-2023
O049439,Lucknow,Ghaziabad,03-07-2023,05-07-2023,399,16933,01-07-2023
O049440,Chennai,Vellore,03-07-2023,04-07-2023,125,9777,01-07-2023
O049441,Mumbai,Pune,03-07-2023,04-07-2023,120,9544,01-07-2023
O049442,Bhopal,Indore,03-07-2023,04-07-2023,170,11133,01-07-2023
O049443,Mumbai,Nagpur,03-07-2023,07-07-2023,688,24701,01-07-2023
O049444,Jaipur,Udaipur,03-07-2023,05-07-2023,335,15113,01-07-2023
O049445,Chandigarh,Faridabad,03-07-2023,05-07-2023,264,13033,01-07-2023
O049446,Ranchi,Jamshedpur,03-07-2023,04-07-2023,108,8881,01-07-2023
O049447,Ranchi,Dhanbad,03-07-2023,04-07-2023,122,9648,01-07-2023
O049448,Ranchi,Ranchi,03-07-2023,04-07-2023,0,6680,01-07-2023
O049449,Ahmedabad,Vadodara,03-07-2023,04-07-2023,101,8970,01-07-2023
O049450,Chennai,Madurai,03-07-2023,06-07-2023,422,19291,01-07-2023
O049451,Chennai,Chennai,03-07-2023,04-07-2023,0,5480,01-07-2023
