Order_ID,From,To,Shipment_Date,Delivery_Date,Distance,Shipment_Cost,Order_Date
O124489,Chandigarh,Faridabad,03-04-2024,05-04-2024,264,14113,01-04-2024
O124490,Chennai,Salem,03-04-2024,05-04-2024,280,13008,01-04-2024
O124491,Kolkata,Kolkata,03-04-2024,04-04-2024,0,6320,01-04-2024
O124492,Chandigarh,Chandigarh,03-04-2024,04-04-2024,0,6180,01-04-2024
O124493,Ranchi,Jamshedpur,03-04-2024,04-04-2024,108,7721,01-04-2024
O124494,Hyderabad,Vijayawada,03-04-2024,05-04-2024,250,12505,01-04-2024
O124495,Chennai,Madurai,03-04-2024,06-04-2024,422,19051,01-04-2024
O124496,Hyderabad,Vijayawada,03-04-2024,05-04-2024,250,12745,01-04-2024
O124497,Chandigarh,Gurgaon,03-04-2024,05-04-2024,254,13269,01-04-2024
O124498,Ranchi,Dhanbad,03-04-2024,04-04-2024,122,9468,01-04-2024
O124499,Patna,Patna,03-04-2024,04-04-2024,0,5140,01-04-2024
O124500,Chennai,Vellore,03-04-2024,04-04-2024,125,9497,01-04-2024
O124501,Ahmedabad,Vadodara,03-04-2024,04-04-2024,101,8330,01-04-2024
O124502,Lucknow,Kanpur,03-04-2024,04-04-2024,75,6943,01-04-2024
O124503,Ahmedabad,Ahmedabad,03-04-2024,04-04-2024,0,6320,01-04-2024
O124504,Mumbai,Nagpur,03-04-2024,07-04-2024,688,25941,01-04-2024
O124505,Bhubaneswar,Bhubaneswar,03-04-2024,04-04-2024,0,6600,01-04-2024
O124506,Patna,Patna,03-04-2024,04-04-2024,0,5100,01-04-2024
O124507,New Delhi,New Delhi,03-04-2024,04-04-2024,0,6320,01-04-2024
O124508,Mumbai,Nagpur,03-04-2024,07-04-2024,688,24681,01-04-2024
O124509,Hyderabad,Visakhapatnam,03-04-2024,06-04-2024,503,19970,01-04-2024
O124510,Chandigarh,Faridabad,03-04-2024,05-04-2024,264,14273,01-04-2024
O124511,Chennai,Madurai,03-04-2024,06-04-2024,422,18071,01-04-2024
O124512,Chennai,Vellore,03-04-2024,04-04-2024,125,9137,01-04-2024
O124513,Chandigarh,Gurgaon,02-04-2024,04-04-2024,254,12349,01-04-2024
O124514,Bhopal,Jabalpur,03-04-2024,05-04-2024,260,14362,01-04-2024
O124515,Lucknow,Lucknow,03-04-2024,04-04-2024,0,5520,01-04-2024
O124516,Chennai,Vellore,03-04-2024,04-04-2024,125,10057,01-04-2024
O124517,Mumbai,Pune,03-04-2024,04-04-2024,120,9964,01-04-2024
O124518,Patna,Patna,03-04-2024,04-04-2024,0,5600,01-04-2024
O124519,Chennai,Salem,03-04-2024,05-04-2024,280,14728,01-04-2024
O124520,Mumbai,Pune,03-04-2024,04-04-2024,120,9904,01-04-2024
O124521,Jaipur,Jodhpur,03-04-2024,05-04-2024,285,13960,01-04-2024
O124522,Ranchi,Dhanbad,03-04-2024,04-04-2024,122,9388,01-04-2024
O124523,Ranchi,Dhanbad,03-04-2024,04-04-2024,122,9788,01-04-2024
O124524,Chandigarh,Faridabad,03-04-2024,05-04-2024,264,12873,01-04-2024
O124525,Ahmedabad,Surat,03-04-2024,05-04-2024,208,11992,01-04-2024
O124526,Mumbai,Pune,03-04-2024,04-04-2024,120,9924,01-04-2024
O124527,Bhopal,Gwalior,03-04-2024,05-04-2024,338,14971,01-04-2024
O124528,Bhopal,Bhopal,03-04-2024,04-04-2024,0,5980,01-04-2024
O124529,Hyderabad,Vijayawada,03-04-2024,05-04-2024,250,12985,01-04-2024
O124530,Bangalore,Bangalore,03-04-2024,04-04-2024,0,5340,01-04-2024
O124531,Ahmedabad,Surat,03-04-2024,05-04-2024,208,13152,01-04-2024
O124532,Bhubaneswar,Bhubaneswar,03-04-2024,04-04-2024,0,5460,01-04-2024
O124533,Chennai,Coimbatore,03-04-2024,06-04-2024,427,19486,01-04-2024
O124534,Lucknow,Noida,03-04-2024,05-04-2024,397,17070,01-04-2024
O124535,Hyderabad,Hyderabad,03-04-2024,04-04-2024,0,5120,01-04-2024
O124536,Chennai,Coimbatore,03-04-2024,06-04-2024,427,18526,01-04-2024
O124537,Lucknow,Ghaziabad,03-04-2024,05-04-2024,399,16053,01-04-2024
O124538,Mumbai,Thane,03-04-2024,04-04-2024,19,7095,01-04-2024
O124539,Lucknow,Lucknow,03-04-2024,04-04-2024,0,5160,01-04-2024
O124540,Ranchi,Ranchi,03-04-2024,04-04-2024,0,6080,01-04-2024
O124541,Chennai,Madurai,03-04-2024,06-04-2024,422,18031,01-04-2024
O124542,Raipur,Raipur,03-04-2024,04-04-2024,0,6420,01-04-2024
O124543,Mumbai,Nagpur,03-04-2024,07-04-2024,688,25541,01-04-2024
O124544,Bhopal,Bhopal,03-04-2024,04-04-2024,0,5240,01-04-2024
O124545,Lucknow,Lucknow,03-04-2024,04-04-2024,0,6800,01-04-2024
O124546,Jaipur,Jodhpur,03-04-2024,05-04-2024,285,13160,01-04-2024
O124547,Hyderabad,Visakhapatnam,03-04-2024,06-04-2024,503,19970,01-04-2024
O124548,Hyderabad,Vijayawada,03-04-2024,05-04-2024,250,13025,01-04-2024
O124549,Chennai,Chennai,03-04-2024,04-04-2024,0,5480,01-04-2024
O124550,Mumbai,Aurangabad,03-04-2024,05-04-2024,273,13834,01-04-2024
O124551,Jaipur,Udaipur,03-04-2024,05-04-2024,335,16253,01-04-2024
O124552,Jaipur,Udaipur,03-04-2024,05-04-2024,335,14653,01-04-2024
O124553,Chandigarh,Chandigarh,03-04-2024,04-04-2024,0,5580,01-04-2024
O124554,Mumbai,Mumbai,03-04-2024,04-04-2024,0,6140,01-04-2024
O124555,Ahmedabad,Surat,03-04-2024,05-04-2024,208,11392,01-04-2024
O124556,Chennai,Salem,03-04-2024,05-04-2024,280,14588,01-04-2024
O124557,Bhopal,Bhopal,03-04-2024,04-04-2024,0,6760,01-04-2024
O124558,Lucknow,Kanpur,03-04-2024,04-04-2024,75,7343,01-04-2024
O124559,Bhopal,Indore,03-04-2024,04-04-2024,170,10153,01-04-2024
