Supplier_ID,Supplier_Name,Supplier_State,Supplier_City,Product_ID,Manufacturing_Unit,Date
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,4352,01-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,4098,01-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,3172,01-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,3015,01-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,3106,01-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,4194,01-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,3243,02-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,4962,02 04 2023
S001,,Delhi,New_Delhi,P003,4644,02-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,4318,02-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,4831,02-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,3599,02_04_2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,4282,03-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,4556,03-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,3987,03-04-2023
S001,"Dara,_Bobal_and_Wable",Telangana,New_Delhi,P004,4975,03-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,4378,03-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,4158,03-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,3899,04-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,4679,04-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,4568,04-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,3541,04-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,3828,04-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,3457,04-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,3691,05-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,4065,05-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,3421,05-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,4002,05-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,3061,05-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,3644,05-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,3293,06-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,3404,06-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,3416,06-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,4622,06-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,4969,06-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,3470,06-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,3390,07-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,4243,07-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,3953,07 04 2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,3300,07-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,3007,07-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,3053,07-04-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,3384,08-04-2023
