Supplier_ID,Supplier_Name,Supplier_State,Supplier_City,Product_ID,Manufacturing_Unit,Date
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,3119,01-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,3101,01-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,4982,01-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,4756,01-07-2023
S001,"Dara,_Bobal_and_Wable",Telangana,New_Delhi,P005,4863,01-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,3105,01-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,4595,02-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,3449,02-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,4926,02-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,3588,02_07_2023
S001,"Dara,_Bobal_and_Wable",Telangana,New_Delhi,P005,3080,02-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,3823,02-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,3574,03-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,4183,03-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,4435,03-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,4023,03-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,3202,03-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,3600,03 07 2023
S001,,Delhi,New_Delhi,P001,3835,04-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,4821,04-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,4312,04-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,3043,04-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,3894,04-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,4176,04-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,4593,05 07 2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,3424,05-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,3857,05-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,3999,05-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,3691,05-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,4177,05-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,4246,06-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,4214,06-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,4175,06_07_2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,3388,06-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,4780,06-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,4819,06-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,3698,07-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,4755,07-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,3416,07-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,4364,07-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,3807,07-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,4266,07-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,4302,08-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,3233,08-07-2023
S001,"Dara,_Bobal_and_Wable",Telangana,New_Delhi,P003,4402,08-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,3921,08-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,3111,08-07-2023
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,4834,08-07-2023
