Supplier_ID,Supplier_Name,Supplier_State,Supplier_City,Product_ID,Manufacturing_Unit,Date
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,4536,01-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,4818,01-10-2024
S001,"Dara,_Bobal_and_Wable",_Telangana,New__Telangana,P003,3765,01-10-2024
S001,"Dara,_Bobal_and_Wable",_Telangana,New__Telangana,P004,4920,01-10-2024
S001,"Dara,_Bobal_and_Wable",_Telangana,New_Delhi,P005,3381,01-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,3115,01-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,4755,02-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,3401,02-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,4855,02-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,4902,02-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,3826,02_10_2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,4475,02-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,3510,03-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,4413,03-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,3941,03-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,3072,03-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,3587,03-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,4887,03-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,4810,04-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,4778,04-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,4594,04-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,3289,04-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,3892,04_10_2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,4948,04-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,4471,05-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,4203,05-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,3814,05-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,3578,05-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,4819,05-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,3053,05-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,3563,06-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,4618,06-10-2024
S001,"Dara,_Bobal_and_Wable",_Telangana,New_Delhi,P003,4622,06-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,4863,06-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,3797,06-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,3264,06-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,3530,07-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,4882,07-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,3870,07-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,4727,07-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,4331,07-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,3259,07-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,4793,08-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,3269,08-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,4498,08-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P004,3557,08-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P005,4077,08-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P006,4772,08-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P001,3792,09-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P002,3610,09-10-2024
S001,"Dara,_Bobal_and_Wable",Delhi,New_Delhi,P003,3472,09-10-2024
