Warehouse_ID,Warehouse_Location,Product_ID,Initial_Inventory,Remaining_Inventory,Date
W001,New Delhi,P001,214205,213973,01-07-2023
W002,Lucknow,P001,101873,100615,01-07-2023
W003,Lucknow,P001,123766,122745,01-07-2023
W001,Lucknow,P002,218865,218363,01-07-2023
W002,Lucknow,P002,92444,90372,01-07-2023
W003,Lucknow,P002,135428,134142,01-07-2023
W001,Lucknow,P003,211334,211046,01-07-2023
W002,Lucknow,P003,87275,85885,01-07-2023
W003,Lucknow,P003,122459,121984,01-07-2023
W001,Lucknow,P004,214144,213425,01-07-2023
W002,Lucknow,P004,82047,80806,01-07-2023
W003,Lucknow,P004,142701,141361,01-07-2023
W001,New Delhi,P005,211657,211657,01-07-2023
W002,Lucknow,P005,89834,89386,01-07-2023
W003,Chandigarh,P005,124174,123628,01-07-2023
W001,New Delhi,P006,217344,217081,01-07-2023
W002,Lucknow,P006,91561,90869,01-07-2023
W003,Chandigarh,P006,132380,131183,01-07-2023
W001,New Delhi,P001,215505,215304,02-07-2023
W002,Lucknow,P001,102147,101161,02-07-2023
W003,Chandigarh,P001,124276,123323,02-07-2023
W001,New Delhi,P002,219513,219281,02-07-2023
W002,Lucknow,P002,91522,89910,02-07-2023
W003,Chandigarh,P002,135291,134804,02-07-2023
W001,New Delhi,P003,212688,212390,02-07-2023
W002,Lucknow,P003,87527,86504,02-07-2023
W003,Chandigarh,P003,123626,122339,02 07 2023
W001,New Delhi,P004,214621,214396,02-07-2023
W002,Lucknow,P004,82002,81475,02-07-2023
W003,Chandigarh,P004,142557,141375,02-07-2023
W001,New Delhi,P005,212684,212684,02-07-2023
W002,Lucknow,P005,90413,88773,02-07-2023
W003,Chandigarh,P005,124654,123161,02-07-2023
W001,New Delhi,P006,218356,218356,02-07-2023
W002,Lucknow,P006,92143,90414,02-07-2023
W003,Chandigarh,P006,132457,131201,02-07-2023
W001,New Delhi,P001,216496,216496,03-07-2023
W002,Lucknow,P001,102352,100493,03-07-2023
W003,Chandigarh,P001,124514,123712,03-07-2023
W001,New Delhi,P002,220676,220147,03-07-2023
W002,Lucknow,P002,91304,89835,03-07-2023
W003,Chandigarh,P002,136198,135690,03-07-2023
W001,New Delhi,P003,213869,213614,03-07-2023
W002,Lucknow,P003,87982,86980,03-07-2023
W003,Chandigarh,P003,123817,123010,03-07-2023
W001,New Delhi,P004,215737,215533,03-07-2023
W002,Lucknow,P004,82816,81469,03-07-2023
