Warehouse_ID,Warehouse_Location,Product_ID,Initial_Inventory,Remaining_Inventory,Date
W001,New Delhi,P001,442131,442053,01-01-2024
W002,Lucknow,P001,240318,239867,01-01-2024
W003,Chandigarh,P001,289475,289085,01-01-2024
W001,New Delhi,P002,442759,442671,01-01-2024
W002,Lucknow,P002,231735,231735,01-01-2024
W003,Chandigarh,P002,303479,303406,01-01-2024
W001,New Delhi,P003,437455,437405,01-01-2024
W002,Lucknow,P003,236513,236513,01-01-2024
W003,Chandigarh,P003,285172,284799,01 01 2024
W001,New Delhi,P004,444863,444795,01-01-2024
W002,Lucknow,P004,222444,221985,01-01-2024
W003,Chandigarh,P004,309673,309315,01-01-2024
W001,New Delhi,P005,436911,436911,01-01-2024
W002,Lucknow,P005,227459,227021,01-01-2024
W003,Chandigarh,P005,284551,284155,01-01-2024
W001,New Delhi,P006,442100,442017,01-01-2024
W002,Lucknow,P006,231697,231391,01-01-2024
W003,Chandigarh,P006,305429,304843,01-01-2024
W001,New Delhi,P001,443355,443355,02-01-2024
W002,Lucknow,P001,241168,240981,02_01_2024
W003,Chandigarh,P001,290386,290307,02-01-2024
W001,Chandigarh,P002,444137,444079,02-01-2024
W002,Chandigarh,P002,233201,233125,02-01-2024
W003,Chandigarh,P002,304871,304694,02-01-2024
W001,New Delhi,P003,438962,438962,02-01-2024
W002,Lucknow,P003,238070,237707,02-01-2024
W003,Chandigarh,P003,286355,285930,02-01-2024
W001,New Delhi,P004,446087,446087,02-01-2024
W002,Lucknow,P004,223277,223131,02-01-2024
W003,Chandigarh,P004,310607,310289,02-01-2024
W001,New Delhi,P005,438049,437974,02-01-2024
W002,Lucknow,P005,228159,227907,02-01-2024
W003,Chandigarh,P005,285293,285211,02 01 2024
W001,New Delhi,P006,443561,443561,02-01-2024
W002,Lucknow,P006,232934,232481,02-01-2024
W003,Chandigarh,P006,306386,306081,02-01-2024
W001,New Delhi,P001,444794,444794,03-01-2024
W002,Lucknow,P001,242420,242128,03-01-2024
W003,Chandigarh,P001,291745,291420,03-01-2024
W001,New Delhi,P002,445372,445278,03-01-2024
W002,Lucknow,P002,234417,234255,03-01-2024
W003,Chandigarh,P002,305986,305732,03-01-2024
W001,New Delhi,P003,440304,440304,03-01-2024
W002,Lucknow,P003,239048,238524,03-01-2024
W003,Chandigarh,P003,287271,287202,03-01-2024
W001,New Delhi,P004,447515,447363,03-01-2024
W002,Lucknow,P004,224559,224361,03-01-2024
W003,Chandigarh,P004,311716,311467,03-01-2024
W001,New Delhi,P005,439203,439032,03-01-2024
W002,Lucknow,P005,229136,228514,03-01-2024
W003,Chandigarh,P005,286440,286440,03-01-2024
W001,New Delhi,P006,444696,444532,03-01-2024
W002,Lucknow,P006,233616,233463,03-01-2024
W003,Chandigarh,P006,307215,306916,03-01-2024
W001,New Delhi,P001,445994,445994,04 01 2024
W002,Lucknow,P001,243327,243327,04-01-2024
W003,Chandigarh,P001,292619,292357,04-01-2024
W001,New Delhi,P002,446655,446655,04-01-2024
W002,Lucknow,P002,235631,235249,04-01-2024
W003,Chandigarh,P002,307108,307032,04-01-2024
W001,New Delhi,P003,441595,441503,04-01-2024
W002,Lucknow,P003,239815,239231,04-01-2024
W003,Chandigarh,P003,288492,288362,04-01-2024
W001,New Delhi,P004,448948,448870,04-01-2024
W002,Lucknow,P004,225946,225253,04-01-2024
W003,Chandigarh,P004,313051,312851,04-01-2024
W001,New Delhi,P005,440048,440048,04-01-2024
W002,Lucknow,P005,229529,229307,04-01-2024
W003,Chandigarh,P005,287455,287048,04-01-2024
W001,New Delhi,P006,445560,445383,04-01-2024
W002,Lucknow,P006,234491,234166,04-01-2024
W003,Chandigarh,P006,307944,307595,04_01_2024
W001,New Delhi,P001,447532,447532,05-01-2024
W002,Lucknow,P001,244864,244517,05-01-2024
W003,Chandigarh,P001,293894,293393,05-01-2024
W001,New Delhi,P002,448085,448085,05-01-2024
W002,Lucknow,P002,236679,236323,05-01-2024
W003,Chandigarh,P002,308461,308103,05-01-2024
W001,New Delhi,P003,443014,442866,05-01-2024
W002,Lucknow,P003,240742,240588,05-01-2024
W003,Chandigarh,P003,289872,289336,05-01-2024
W001,New Delhi,P004,450058,450058,05-01-2024
W002,Lucknow,P004,226440,225690,05-01-2024
W003,Chandigarh,P004,314038,313976,05-01-2024
W001,New Delhi,P005,441468,441335,05-01-2024
W002,Lucknow,P005,230727,230446,05 01 2024
W003,Chandigarh,P005,288467,288353,05-01-2024
W001,New Delhi,P006,446541,446463,05-01-2024
W002,Lucknow,P006,235323,234790,05-01-2024
W003,Chandigarh,P006,308752,308558,05-01-2024
W001,New Delhi,P001,448648,448548,06-01-2024
W002,Lucknow,P001,245633,245090,06-01-2024
W003,Chandigarh,P001,294509,294324,06-01-2024
W001,New Delhi,P002,449655,449570,06-01-2024
W002,Lucknow,P002,237893,237667,06-01-2024
W003,Chandigarh,P002,309673,309494,06-01-2024
W001,New Delhi,P003,444106,444006,06-01-2024
W002,Lucknow,P003,241828,241534,06-01-2024
W003,Chandigarh,P003,290576,290347,06-01-2024
W001,New Delhi,P004,451470,451333,06-01-2024
W002,Lucknow,P004,227102,226755,06-01-2024
W003,Chandigarh,P004,315388,314952,06-01-2024
W001,New Delhi,P005,442852,442763,06-01-2024
W002,Lucknow,P005,231963,231450,06-01-2024
W003,Chandigarh,P005,289870,289813,06-01-2024
W001,New Delhi,P006,448036,448036,06-01-2024
W002,Lucknow,P006,236363,235903,06-01-2024
W003,Chandigarh,P006,310131,309919,06 01 2024
W001,New Delhi,P001,449868,449868,07-01-2024
W002,Lucknow,P001,246410,246082,07-01-2024
W003,Chandigarh,P001,295643,295338,07 01 2024
W001,New Delhi,P002,451205,451205,07-01-2024
W002,Lucknow,P002,239302,238968,07-01-2024
W003,Chandigarh,P002,311129,311058,07-01-2024
W001,New Delhi,P003,445234,445164,07-01-2024
W002,Lucknow,P003,242762,242390,07-01-2024
W003,Chandigarh,P003,291574,291441,07-01-2024
W001,New Delhi,P004,452742,452642,07-01-2024
W002,Lucknow,P004,228164,227927,07-01-2024
W003,Chandigarh,P004,316360,316084,07-01-2024
W001,New Delhi,P005,443912,443912,07-01-2024
W002,Lucknow,P005,232599,232229,07-01-2024
W003,Chandigarh,P005,290961,290862,07-01-2024
W001,New Delhi,P006,449431,449431,07-01-2024
W002,Lucknow,P006,237298,236535,07-01-2024
W003,Chandigarh,P006,311314,311084,07-01-2024
W001,New Delhi,P001,451234,451234,08-01-2024
W002,Lucknow,P001,247448,247217,08-01-2024
W003,Chandigarh,P001,296703,296469,08-01-2024
W001,New Delhi,P002,452639,452639,08-01-2024
