Warehouse_ID,Warehouse_Location,Product_ID,Initial_Inventory,Remaining_Inventory,Date
W001,New_Delhi,P001,765827,765827,01-10-2024
W002,Lucknow,P001,380236,380038,01-10-2024
W003,Lucknow,P001,485670,485446,01-10-2024
W001,Lucknow,P002,760229,760129,01-10-2024
W002,Lucknow,P002,365812,365263,01-10-2024
W003,Lucknow,P002,498689,498552,01-10-2024
W001,Lucknow,P003,754385,754261,01-10-2024
W002,Lucknow,P003,370082,369887,01-10-2024
W003,Lucknow,P003,474156,473981,01-10-2024
W001,Lucknow,P004,766956,766905,01-10-2024
W002,Lucknow,P004,362145,361877,01-10-2024
W003,Chandigarh,P004,505684,505193,01-10-2024
W001,New_Delhi,P005,754884,754806,01-10-2024
W002,Lucknow,P005,365864,365589,01-10-2024
W003,Chandigarh,P005,477966,477493,01-10-2024
W001,New_Delhi,P006,776777,776600,01-10-2024
W002,Lucknow,P006,377436,377340,01-10-2024
W003,Chandigarh,P006,503068,502888,01-10-2024
W001,New_Delhi,P001,767412,767412,02-10-2024
W002,Lucknow,P001,381623,381222,02-10-2024
W003,Chandigarh,P001,487031,486590,02-10-2024
W001,New_Delhi,P002,761263,761192,02_10_2024
W002,Lucknow,P002,366397,366180,02-10-2024
W003,Chandigarh,P002,499685,499634,02-10-2024
W001,New_Delhi,P003,755880,755791,02-10-2024
W002,Lucknow,P003,371505,371276,02-10-2024
W003,Chandigarh,P003,475599,475389,02-10-2024
W001,New_Delhi,P004,768539,768474,02-10-2024
W002,Lucknow,P004,363511,363138,02-10-2024
W003,Chandigarh,P004,506827,506644,02-10-2024
W001,New_Delhi,P005,756082,756009,02-10-2024
W002,Lucknow,P005,366864,366665,02-10-2024
W003,Chandigarh,P005,478768,478632,02-10-2024
W001,New_Delhi,P006,778092,778014,02-10-2024
W002,Lucknow,P006,378832,378527,02-10-2024
W003,Chandigarh,P006,504379,504232,02-10-2024
W001,New_Delhi,P001,768582,768472,03-10-2024
W002,Lucknow,P001,382392,382002,03-10-2024
W003,Chandigarh,P001,487760,487625,03-10-2024
W001,New_Delhi,P002,762663,762486,03-10-2024
W002,Lucknow,P002,367651,367364,03-10-2024
W003,Chandigarh,P002,501105,501105,03-10-2024
W001,New_Delhi,P003,757105,757024,03-10-2024
W002,Lucknow,P003,372590,372273,03-10-2024
W003,Chandigarh,P003,476702,476397,03-10-2024
W001,New_Delhi,P004,769498,769498,03-10-2024
W002,Lucknow,P004,364162,363958,03-10-2024
W003,Chandigarh,P004,507668,507612,03-10-2024
W001,New_Delhi,P005,757205,757106,03-10-2024
W002,Lucknow,P005,367861,367474,03-10-2024
W003,Chandigarh,P005,479827,479589,03-10-2024
W001,New_Delhi,P006,779643,779544,03-10-2024
W002,Lucknow,P006,380156,379881,03-10-2024
W003,Chandigarh,P006,505861,505733,03-10-2024
W001,New_Delhi,P001,770076,770076,04-10-2024
W002,Lucknow,P001,383605,383392,04-10-2024
W003,Chandigarh,P001,489228,488968,04-10-2024
W001,New_Delhi,P002,764079,764029,04-10-2024
W002,Lucknow,P002,368957,368784,04-10-2024
W003,Chandigarh,P002,502697,502435,04-10-2024
W001,New_Delhi,P003,758556,758423,04-10-2024
W002,Lucknow,P003,373804,373210,04-10-2024
W003,Chandigarh,P003,477928,477718,04-10-2024
W001,New_Delhi,P004,770595,770595,04-10-2024
W002,Lucknow,P004,365054,364731,04-10-2024
W003,Chandigarh,P004,508708,508649,04-10-2024
W001,New_Delhi,P005,758404,758255,04-10-2024
W002,Lucknow,P005,368771,368618,04-10-2024
W003,Chandigarh,P005,480886,480736,04-10-2024
W001,New_Delhi,P006,781194,781194,04-10-2024
W002,Lucknow,P006,381530,380761,04-10-2024
W003,Chandigarh,P006,507382,507093,04-10-2024
W001,New_Delhi,P001,771567,771313,05-10-2024
W002,Lucknow,P001,384882,384312,05-10-2024
W003,Chandigarh,P001,490458,490369,05-10-2024
W001,New_Delhi,P002,765430,765352,05-10-2024
W002,Lucknow,P002,370185,369647,05-10-2024
W003,Chandigarh,P002,503836,503474,05-10-2024
W001,New_Delhi,P003,759695,759533,05-10-2024
W002,Lucknow,P003,374481,374379,05-10-2024
W003,Chandigarh,P003,478989,478792,05-10-2024
W001,New_Delhi,P004,771788,771788,05-10-2024
W002,Lucknow,P004,365924,365634,05-10-2024
W003,Chandigarh,P004,509841,509529,05-10-2024
W001,New_Delhi,P005,759862,759779,05-10-2024
W002,Lucknow,P005,370224,369851,05-10-2024
W003,Chandigarh,P005,482342,481971,05-10-2024
W001,New_Delhi,P006,782212,782128,05-10-2024
W002,Lucknow,P006,381779,381278,05-10-2024
W003,Chandigarh,P006,508110,507747,05-10-2024
W001,New_Delhi,P001,772501,772358,06-10-2024
W002,Lucknow,P001,385500,385072,06-10-2024
W003,Chandigarh,P001,491556,491556,06-10-2024
W001,New_Delhi,P002,766892,766679,06-10-2024
W002,Lucknow,P002,371186,370789,06-10-2024
W003,Chandigarh,P002,505013,504847,06-10-2024
W001,New_Delhi,P003,761074,760997,06-10-2024
W002,Lucknow,P003,375920,375397,06-10-2024
W003,Chandigarh,P003,480332,479996,06-10-2024
W001,New_Delhi,P004,773409,773409,06-10-2024
W002,Lucknow,P004,367255,366979,06-10-2024
W003,Chandigarh,P004,511150,511076,06-10-2024
W001,New_Delhi,P005,761045,761045,06-10-2024
W002,Lucknow,P005,371117,370749,06-10-2024
W003,Chandigarh,P005,483236,483000,06-10-2024
W001,New_Delhi,P006,783216,783164,06-10-2024
W002,Lucknow,P006,382366,381910,06-10-2024
W003,Chandigarh,P006,508835,508432,06-10-2024
W001,New_Delhi,P001,773535,773461,07-10-2024
W002,Lucknow,P001,386249,386101,07-10-2024
W003,Chandigarh,P001,492732,492646,07-10-2024
W001,New_Delhi,P002,768307,768307,07-10-2024
W002,Lucknow,P002,372416,371607,07-10-2024
W003,Chandigarh,P002,506474,506383,07-10-2024
W001,New_Delhi,P003,762287,762287,07-10-2024
W002,Lucknow,P003,376687,376436,07-10-2024
W003,Chandigarh,P003,481286,480936,07-10-2024
W001,New_Delhi,P004,774985,774898,07-10-2024
W002,Lucknow,P004,368555,368248,07-10-2024
W003,Chandigarh,P004,512651,512441,07-10-2024
W001,New_Delhi,P005,762489,762326,07-10-2024
W002,Lucknow,P005,372193,371750,07-10-2024
W003,Chandigarh,P005,484443,484200,07-10-2024
W001,New_Delhi,P006,784251,784117,07-10-2024
W002,Lucknow,P006,382996,382928,07-10-2024
W003,Chandigarh,P006,509518,509053,07-10-2024
W001,New_Delhi,P001,775059,774995,08-10-2024
W002,Lucknow,P001,387699,387649,08-10-2024
W003,Chandigarh,P001,494243,494009,08-10-2024
W001,New_Delhi,P002,769397,769260,08-10-2024
W002,Lucknow,P002,372697,372421,08-10-2024
W003,Chandigarh,P002,507472,507172,08-10-2024
W001,New_Delhi,P003,763787,763714,08-10-2024
W002,Lucknow,P003,377935,377337,08-10-2024
W003,Chandigarh,P003,482435,482382,08-10-2024
W001,New_Delhi,P004,776084,776084,08-10-2024
W002,Lucknow,P004,369434,368898,08-10-2024
W003,Chandigarh,P004,513626,513508,08-10-2024
