Warehouse_ID,Warehouse_Location,Product_ID,Initial_Inventory,Remaining_Inventory,Date
W001,New Delhi,P001,554155,553925,01-04-2024
W002,Lucknow,P001,316388,315155,01-04-2024
W003,Chandigarh,P001,371753,370955,01-04-2024
W001,New Delhi,P002,555501,555298,01-04-2024
W002,Lucknow,P002,305697,304526,01-04-2024
W003,Chandigarh,P002,387954,385842,01-04-2024
W001,New Delhi,P003,549147,548645,01-04-2024
W002,Lucknow,P003,310752,309811,01-04-2024
W003,Chandigarh,P003,367945,367123,01-04-2024
W001,New Delhi,P004,555970,555750,01-04-2024
W002,Lucknow,P004,292832,291402,01-04-2024
W003,Chandigarh,P004,392463,390732,01 04 2024
W001,New Delhi,P005,544753,544753,01-04-2024
W002,Lucknow,P005,292402,291731,01-04-2024
W003,Chandigarh,P005,369012,368010,01-04-2024
W001,New Delhi,P006,559198,558932,01-04-2024
W002,Lucknow,P006,302785,301891,01-04-2024
W003,Chandigarh,P006,388026,387810,01-04-2024
W001,New Delhi,P001,555313,554593,02-04-2024
W002,Lucknow,P001,316542,314554,02-04-2024
W003,Chandigarh,P001,372342,371833,02-04-2024
W001,New Delhi,P002,556513,555832,02-04-2024
W002,Lucknow,P002,305741,304688,02-04-2024
W003,Lucknow,P002,387057,385962,02-04-2024
W001,Lucknow,P003,550229,550229,02-04-2024
W002,Lucknow,P003,311395,310301,02-04-2024
W003,Chandigarh,P003,368707,367694,02-04-2024
W001,New Delhi,P004,557182,557182,02-04-2024
W002,Lucknow,P004,292833,291351,02-04-2024
W003,Chandigarh,P004,392163,391909,02 04 2024
W001,New Delhi,P005,546224,546224,02-04-2024
W002,Lucknow,P005,293202,291969,02-04-2024
W003,Chandigarh,P005,369481,368297,02-04-2024
W001,New Delhi,P006,560096,559843,02-04-2024
W002,Lucknow,P006,303055,302481,02-04-2024
W003,Chandigarh,P006,388973,388439,02-04-2024
W001,New Delhi,P001,555676,555676,03-04-2024
W002,Lucknow,P001,315637,314899,03-04-2024
W003,Chandigarh,P001,372916,372188,03-04-2024
W001,New Delhi,P002,557424,557215,03-04-2024
W002,Lucknow,P002,306280,305440,03-04-2024
W003,Chandigarh,P002,387554,386189,03_04_2024
W001,New Delhi,P003,551245,551011,03-04-2024
W002,Lucknow,P003,311316,310512,03-04-2024
W003,Chandigarh,P003,368709,368709,03-04-2024
W001,New Delhi,P004,558657,558382,03-04-2024
W002,Lucknow,P004,292826,291359,03-04-2024
W003,Chandigarh,P004,393383,392532,03-04-2024
W001,New Delhi,P005,547495,547495,03-04-2024
W002,Lucknow,P005,293239,292616,03-04-2024
W003,Chandigarh,P005,369567,368817,03-04-2024
W001,New Delhi,P006,561073,560585,03-04-2024
W002,Lucknow,P006,303711,302442,03-04-2024
W003,Chandigarh,P006,389669,388414,03-04-2024
W001,New Delhi,P001,556794,556108,04-04-2024
W002,Lucknow,P001,316016,314656,04-04-2024
W003,Chandigarh,P001,373305,372272,04-04-2024
W001,New Delhi,P002,558690,558690,04-04-2024
W002,Lucknow,P002,306915,305481,04-04-2024
W003,Chandigarh,P002,387664,387664,04 04 2024
W001,New Delhi,P003,552436,552210,04-04-2024
W002,Lucknow,P003,311937,310714,04-04-2024
W003,Chandigarh,P003,370134,368425,04-04-2024
W001,New Delhi,P004,560015,559567,04-04-2024
W002,Lucknow,P004,292991,291073,04-04-2024
W003,Chandigarh,P004,394164,393415,04-04-2024
W001,New Delhi,P005,548529,548529,04-04-2024
W002,Lucknow,P005,293650,292500,04-04-2024
W003,Chandigarh,P005,369851,369296,04-04-2024
W001,New Delhi,P006,562067,561813,04-04-2024
W002,Lucknow,P006,303923,302677,04-04-2024
W003,Chandigarh,P006,389895,389121,04-04-2024
W001,New Delhi,P001,557312,557312,05-04-2024
W002,Lucknow,P001,315860,315306,05-04-2024
W003,Chandigarh,P001,373475,372587,05-04-2024
W001,New Delhi,P002,560291,559817,05-04-2024
W002,Lucknow,P002,307082,306419,05-04-2024
W003,Chandigarh,P002,389265,387102,05-04-2024
W001,New Delhi,P003,553407,553407,05-04-2024
W002,Lucknow,P003,311911,311432,05-04-2024
W003,Chandigarh,P003,369622,368465,05-04-2024
W001,New Delhi,P004,560843,560843,05-04-2024
W002,Lucknow,P004,292348,290859,05-04-2024
W003,Chandigarh,P004,394690,392947,05-04-2024
W001,New Delhi,P005,549919,549919,05-04-2024
W002,Lucknow,P005,293889,293155,05-04-2024
W003,Chandigarh,P005,370685,369419,05-04-2024
W001,New Delhi,P006,563080,563080,05-04-2024
W002,Lucknow,P006,303944,302141,05-04-2024
W003,Chandigarh,P006,390387,389843,05-04-2024
W001,New Delhi,P001,558907,558700,06-04-2024
W002,Lucknow,P001,316901,316119,06-04-2024
W003,Chandigarh,P001,374182,373398,06-04-2024
W001,New Delhi,P002,561145,560681,06 04 2024
W002,Lucknow,P002,307746,305527,06-04-2024
W003,Chandigarh,P002,388429,388202,06-04-2024
