Order_ID,Product_ID,Customer_ID,Quantity_Ordered,Order_Date,Warehouse_ID,Total_Cost
O024571,P001,C1928,245,01-04-2023,W013,122500
O024572,P002,C0010,244,01-04-2023,W002,122000
O024573,P001,C1176,214,01-04-2023,W015,107000
O024574,P002,C1065,233,01-04-2023,W015,116500
O024575,P003,C0608,257,01-04-2023,W006,128500
O024576,P003,C0228,247,01-04-2023,W004,123500
O024576,P003,C0228,247,01-04-2023,W004,123500
O024577,P002,C1494,273,01-04-2023,W002,136500
O024578,P004,C0347,272,01-04-2023,W003,408000
O024579,P004,C1498,255,01-04-2023,W010,382500
O024580,P003,C0370,233,01-04-2023,W010,116500
O024581,P006,C0175,245,01-04-2023,W003,306250
O024582,P005,C1945,260,01-04-2023,W010,325000
O024583,P002,C0862,271,01-04-2023,W011,135500
O024584,P002,C1325,286,01-04-2023,W003,143000
O024585,P002,C1543,255,01-04-2023,W003,127500
O024586,P002,C0892,299,01-04-2023,W008,149500
O024587,P004,C1915,273,01-04-2023,W002,409500
O024588,P005,C0487,211,01-04-2023,W010,263750
O024589,P001,C0030,292,01-04-2023,W014,146000
O024590,P001,C1219,221,01-04-2023,W004,110500
O024591,P001,C0637,300,01-04-2023,W015,150000
O024592,P004,C0786,224,01-04-2023,W009,336000
O024593,P005,C0389,265,01-04-2023,W008,331250
O024594,P002,C0322,271,01-04-2023,W009,135500
O024595,P003,C1731,254,01-04-2023,W006,127000
O024596,P005,C1009,282,01-04-2023,W010,352500
O024597,P006,C1585,289,01-04-2023,W010,361250
O024598,P006,C0213,237,01-04-2023,W012,296250
O024599,P004,C1492,215,01-04-2023,W012,322500
O024600,P005,C1288,227,01-04-2023,W002,283750
O024601,P005,C0289,209,01-04-2023,W014,261250
O024602,P005,C1936,208,01-04-2023,W005,260000
O024603,P006,C1842,259,01-04-2023,W012,323750
O024604,P004,C1539,291,01-04-2023,W002,436500
O024605,P001,C0660,237,01-04-2023,W015,118500
O024606,P003,C1690,250,01-04-2023,W012,125000
O024607,P002,C1738,291,01-04-2023,W012,145500
O024608,P001,C0825,232,01-04-2023,W006,116000
O024609,P006,C1876,289,01-04-2023,W002,361250
O024610,P002,C0391,201,01-04-2023,W012,100500
O024611,P002,C1612,224,01-04-2023,W015,112000
O024612,P003,C1248,281,01-04-2023,W015,140500
O024613,P004,C0280,283,01-04-2023,W012,424500
O024614,P006,C0674,288,01-04-2023,W013,360000
O024615,P006,C1938,253,01-04-2023,W014,316250
O024616,P002,C1673,236,01-04-2023,W015,118000
O024617,P004,C1519,225,01-04-2023,W010,337500
O024618,P004,C1676,243,01-04-2023,W009,364500
O024619,P006,C1459,226,01-04-2023,W006,282500
O024620,P006,C1312,212,01-04-2023,W001,265000
O024621,P002,C0514,277,01-04-2023,W015,138500
O024622,P006,C1028,245,01-04-2023,W015,306250
O024623,P004,C0336,244,01-04-2023,W010,366000
O024624,P001,C1315,263,01-04-2023,W005,131500
O024625,P005,C0596,279,01-04-2023,W008,348750
O024626,P001,C0184,231,01-04-2023,W002,115500
O024627,P006,C1783,235,01-04-2023,W015,293750
O024628,P002,C1039,224,01-04-2023,W004,112000
O024629,P003,C0887,292,01-04-2023,W002,146000
O024630,P003,C0098,255,01-04-2023,W006,127500
O024631,P002,C1326,250,01-04-2023,W008,125000
O024632,P004,C0191,282,01-04-2023,W004,423000
O024633,P002,C1972,211,01-04-2023,W004,105500
O024634,P001,C1869,214,01-04-2023,W004,107000
O024635,P003,C0738,241,01-04-2023,W003,120500
O024636,P003,C1777,231,01-04-2023,W004,115500
O024637,P006,C1658,232,01-04-2023,W009,290000
O024638,P004,C1378,266,01-04-2023,W014,399000
O024639,P005,C0127,233,01-04-2023,W002,291250
O024640,P002,C0539,273,01-04-2023,W015,136500
O024641,P006,C1370,278,01-04-2023,W015,347500
O024642,P006,C0255,209,01-04-2023,W006,261250
O024643,P006,C0589,205,01-04-2023,W005,256250
O024644,P004,C1727,250,01-04-2023,W002,375000
O024645,P002,C0892,250,01-04-2023,W008,125000
O024646,P006,C1721,223,01-04-2023,W006,278750
O024647,P003,C1571,296,01-04-2023,W006,148000
O024648,P003,C1352,260,01-04-2023,W004,130000
O024649,P006,C0445,279,01-04-2023,W015,348750
O024650,P002,C0990,203,01-04-2023,W010,101500
O024651,P003,C0402,209,01-04-2023,W006,104500
O024652,P006,C1849,234,01-04-2023,W005,292500
O024653,P002,C0267,253,01-04-2023,W012,126500
O024654,P004,C0664,229,01-04-2023,W006,343500
O024655,P004,C1351,256,01-04-2023,W014,384000
O024656,P006,C0595,296,01-04-2023,W002,370000
O024657,P003,C0640,230,01-04-2023,W015,115000
O024658,P002,C0153,217,01-04-2023,W012,108500
O024659,P006,C0397,288,01-04-2023,W003,360000
O024660,P001,C0199,261,01-04-2023,W004,130500
O024661,P001,C0007,229,01-04-2023,W012,114500
O024662,P002,C1900,238,01-04-2023,W015,119000
O024663,P005,C0400,285,01-04-2023,W012,356250
O024664,P002,C0020,277,01-04-2023,W010,138500
O024665,P005,C0405,254,01-04-2023,W010,317500
O024666,P006,C0011,233,01-04-2023,W003,291250
O024667,P003,C0975,207,01-04-2023,W008,103500
O024668,P003,C0014,226,01-04-2023,W015,113000
O024669,P006,C0651,246,01-04-2023,W006,307500
O024670,P004,C1835,293,01-04-2023,W004,439500
O024671,P003,C1321,275,01-04-2023,W013,137500
O024672,P003,C1276,244,01-04-2023,W013,122000
O024673,P002,C1388,205,01-04-2023,W006,102500
O024674,P006,C1450,205,01-04-2023,W014,256250
O024675,P005,C1303,264,01-04-2023,W010,330000
O024676,P002,C0352,253,01-04-2023,W002,126500
O024677,P002,C1120,251,01-04-2023,W010,125500
O024678,P001,C1221,229,01-04-2023,W015,114500
O024679,P002,C1474,247,01-04-2023,W002,123500
O024680,P004,C1059,290,01-04-2023,W015,435000
O024681,P003,C1300,214,01-04-2023,W012,107000
O024682,P001,C1937,248,01-04-2023,W002,124000
O024683,P006,C0636,290,01-04-2023,W012,362500
O024684,P001,C1974,257,01-04-2023,W004,128500
O024685,P005,C0434,271,01-04-2023,W012,338750
O024686,P002,C1553,271,01-04-2023,W002,135500
O024687,P001,C1482,249,01-04-2023,W015,124500
O024688,P001,C0161,244,01-04-2023,W006,122000
O024689,P006,C1712,219,01-04-2023,W002,273750
O024690,P004,C0082,230,01-04-2023,W002,345000
O024691,P002,C0844,218,01-04-2023,W013,109000
O024692,P002,C0612,200,01-04-2023,W004,100000
O024693,P001,C0908,265,01-04-2023,W010,132500
O024694,P004,C0787,231,01-04-2023,W006,346500
O024695,P005,C0962,300,01-04-2023,W009,375000
O024696,P006,C0735,217,01-04-2023,W005,271250
O024697,P006,C0952,209,01-04-2023,W002,261250
O024698,P006,C0598,227,01-04-2023,W007,283750
O024699,P002,C0345,202,01-04-2023,W010,101000
O024700,P003,C0506,289,01-04-2023,W006,144500
O024701,P003,C0672,223,01-04-2023,W010,111500
O024702,P006,C1961,209,01-04-2023,W015,261250
O024703,P004,C0845,295,01-04-2023,W012,442500
O024704,P002,C0135,267,01-04-2023,W014,133500
O024705,P001,C1326,267,01-04-2023,W008,133500
O024706,P005,C0319,286,01-04-2023,W004,357500
O024707,P002,C1217,252,01-04-2023,W001,126000
O024708,P001,C1369,243,01-04-2023,W015,121500
O024709,P006,C1592,269,01-04-2023,W014,336250
O024710,P001,C0037,280,01-04-2023,W010,140000
O024711,P003,C1869,203,01-04-2023,W004,101500
O024712,P006,C1248,280,01-04-2023,W015,350000
O024713,P004,C1494,297,01-04-2023,W002,445500
O024714,P006,C0786,300,01-04-2023,W009,375000
O024715,P005,C0608,228,01-04-2023,W006,285000
O024716,P002,C0878,280,01-04-2023,W007,140000
O024717,P005,C0890,246,01-04-2023,W006,307500
O024718,P003,C1305,260,01-04-2023,W005,130000
O024719,P003,C0291,263,01-04-2023,W010,131500
