Order_ID,Product_ID,Customer_ID,Quantity_Ordered,Order_Date,Warehouse_ID,Total_Cost
O149332,P001,C1853,206,01-07-2024,W007,103000
O149333,P004,C0083,257,01-07-2024,W001,385500
O149334,P002,C0687,213,01-07-2024,W010,106500
O149335,P003,C0995,241,01-07-2024,W002,120500
O149336,P003,C0544,283,01-07-2024,W009,141500
O149337,P003,C0523,272,01-07-2024,W002,136000
O149338,P006,C1426,276,01-07-2024,W012,345000
O149339,P004,C0495,224,01-07-2024,W003,336000
O149340,P005,C1064,231,01-07-2024,W015,288750
O149340,P005,C1064,231,01-07-2024,W015,288750
O149341,P006,C1340,292,01-07-2024,W005,365000
O149342,P004,C0641,215,01-07-2024,W007,322500
O149343,P001,C1344,218,01-07-2024,W005,109000
O149344,P003,C1413,267,01-07-2024,W007,133500
O149345,P005,C1100,296,01-07-2024,W002,370000
O149346,P003,C0317,261,01-07-2024,W004,130500
O149347,P006,C0905,280,01-07-2024,W004,350000
O149348,P005,C0094,279,01-07-2024,W013,348750
O149349,P004,C1793,279,01-07-2024,W009,418500
O149350,P002,C0141,240,01-07-2024,W006,120000
O149351,P003,C1343,251,01-07-2024,W006,125500
O149352,P002,C1323,247,01-07-2024,W004,123500
O149353,P005,C1222,243,01-07-2024,W014,303750
O149354,P004,C1447,237,01-07-2024,W001,355500
O149355,P006,C0059,296,01-07-2024,W005,370000
O149356,P002,C1923,292,01-07-2024,W003,146000
O149357,P004,C1966,285,01-07-2024,W015,427500
O149358,P004,C0365,272,01-07-2024,W002,408000
O149359,P004,C1570,206,01-07-2024,W015,309000
O149360,P006,C1982,202,01-07-2024,W012,252500
O149361,P004,C0931,268,01-07-2024,W002,402000
O149362,P006,C1141,293,01-07-2024,W004,366250
O149363,P005,C1084,207,01-07-2024,W006,258750
O149364,P005,C0998,206,01-07-2024,W010,257500
O149365,P002,C1896,225,01-07-2024,W010,112500
O149366,P005,C0525,226,01-07-2024,W006,282500
O149367,P004,C1015,213,01-07-2024,W010,319500
O149368,P005,C0120,286,01-07-2024,W013,357500
O149369,P006,C0181,230,01-07-2024,W006,287500
O149370,P005,C1953,281,01-07-2024,W015,351250
O149371,P006,C0328,261,01-07-2024,W008,326250
O149372,P005,C0819,221,01-07-2024,W004,276250
O149373,P001,C0262,241,01-07-2024,W010,120500
O149374,P003,C1338,298,01-07-2024,W005,149000
O149375,P005,C0248,229,01-07-2024,W006,286250
O149376,P003,C1632,266,01-07-2024,W009,133000
O149377,P001,C0209,276,01-07-2024,W002,138000
O149378,P001,C0234,240,01-07-2024,W004,120000
O149379,P004,C0526,263,01-07-2024,W006,394500
O149380,P003,C0555,259,01-07-2024,W006,129500
O149381,P002,C0846,281,01-07-2024,W010,140500
O149382,P005,C1497,211,01-07-2024,W002,263750
O149383,P001,C1930,258,01-07-2024,W002,129000
O149384,P001,C1001,285,01-07-2024,W008,142500
O149385,P001,C1065,278,01-07-2024,W015,139000
O149386,P003,C0715,267,01-07-2024,W014,133500
O149387,P004,C1254,232,01-07-2024,W002,348000
O149388,P003,C1616,211,01-07-2024,W010,105500
O149389,P002,C0004,214,01-07-2024,W012,107000
O149390,P006,C1590,218,01-07-2024,W004,272500
O149391,P002,C0234,206,01-07-2024,W004,103000
O149392,P005,C1594,232,01-07-2024,W013,290000
O149393,P001,C1630,261,01-07-2024,W005,130500
O149394,P002,C0147,295,01-07-2024,W011,147500
O149395,P004,C1135,204,01-07-2024,W012,306000
O149396,P002,C1950,290,01-07-2024,W009,145000
O149397,P006,C1738,234,01-07-2024,W012,292500
O149398,P006,C1936,288,01-07-2024,W005,360000
O149399,P003,C1317,206,01-07-2024,W015,103000
O149400,P001,C1457,240,01-07-2024,W013,120000
O149401,P006,C0233,283,01-07-2024,W005,353750
O149402,P003,C1713,238,01-07-2024,W004,119000
O149403,P006,C1031,221,01-07-2024,W002,276250
O149404,P003,C0358,286,01-07-2024,W014,143000
O149405,P002,C0627,227,01-07-2024,W005,113500
O149406,P006,C1103,266,01-07-2024,W003,332500
O149407,P003,C1676,229,01-07-2024,W009,114500
O149408,P003,C0600,263,01-07-2024,W003,131500
O149409,P003,C0457,288,01-07-2024,W006,144000
O149410,P004,C0404,300,01-07-2024,W005,450000
O149411,P004,C0877,229,01-07-2024,W015,343500
O149412,P005,C1469,206,01-07-2024,W013,257500
O149413,P005,C0862,231,01-07-2024,W011,288750
O149414,P003,C1635,300,01-07-2024,W011,150000
O149415,P003,C1010,259,01-07-2024,W012,129500
O149416,P002,C0851,214,01-07-2024,W008,107000
O149417,P006,C0053,243,01-07-2024,W013,303750
O149418,P002,C1834,295,01-07-2024,W008,147500
O149419,P003,C1583,224,01-07-2024,W004,112000
O149420,P005,C0546,226,01-07-2024,W015,282500
O149421,P003,C0469,253,01-07-2024,W005,126500
O149422,P005,C1195,200,01-07-2024,W003,250000
O149423,P003,C0421,214,01-07-2024,W011,107000
O149424,P005,C1482,252,01-07-2024,W015,315000
O149425,P003,C0130,272,01-07-2024,W004,136000
O149426,P001,C1947,254,01-07-2024,W012,127000
O149427,P001,C0998,202,01-07-2024,W010,101000
O149428,P004,C1721,283,01-07-2024,W006,424500
O149429,P005,C1953,300,01-07-2024,W015,375000
O149430,P001,C1335,231,01-07-2024,W003,115500
