Order_ID,Product_ID,Customer_ID,Quantity_Ordered,Order_Date,Warehouse_ID,Total_Cost
O074530,P002,C0327,78,01-10-2023,W014,39000
O074531,P006,C1575,77,01-10-2023,W009,96250
O074532,P004,C1585,98,01-10-2023,W010,147000
O074532,P004,C1585,98,01-10-2023,W010,147000
O074533,P001,C0817,65,01-10-2023,W015,32500
O074534,P006,C1188,98,01-10-2023,W001,122500
O074535,P001,C1761,97,01-10-2023,W015,48500
O074536,P002,C0599,71,01-10-2023,W015,35500
O074537,P002,C1313,57,01-10-2023,W006,28500
O074538,P005,C0144,58,01-10-2023,W013,72500
O074539,P003,C0228,65,01-10-2023,W004,32500
O074540,P004,C1556,78,01-10-2023,W015,117000
O074541,P003,C1610,68,01-10-2023,W005,34000
O074542,P006,C1067,57,01-10-2023,W004,71250
O074543,P006,C1403,89,01-10-2023,W004,111250
O074544,P005,C1012,97,01-10-2023,W012,121250
O074545,P006,C0232,83,01-10-2023,W002,103750
O074546,P005,C0208,52,01-10-2023,W003,65000
O074547,P004,C1567,74,01-10-2023,W015,111000
O074548,P004,C0269,79,01-10-2023,W006,118500
O074549,P002,C0927,95,01-10-2023,W010,47500
O074550,P005,C0104,63,01-10-2023,W001,78750
O074551,P001,C1322,55,01-10-2023,W002,27500
O074552,P006,C1022,81,01-10-2023,W015,101250
O074553,P005,C1053,61,01-10-2023,W001,76250
O074554,P004,C1625,81,01-10-2023,W004,121500
O074555,P001,C1942,86,01-10-2023,W015,43000
O074556,P002,C1618,92,01-10-2023,W005,46000
O074557,P005,C1851,94,01-10-2023,W004,117500
O074558,P005,C0551,76,01-10-2023,W013,95000
O074559,P002,C0136,72,01-10-2023,W001,36000
O074560,P004,C0045,91,01-10-2023,W002,136500
O074561,P005,C0551,78,01-10-2023,W013,97500
O074562,P002,C0653,66,01-10-2023,W015,33000
O074563,P001,C0416,87,01-10-2023,W014,43500
O074564,P003,C0112,57,01-10-2023,W004,28500
O074565,P006,C0080,71,01-10-2023,W015,88750
O074566,P001,C1069,58,01-10-2023,W004,29000
O074567,P004,C1735,92,01-10-2023,W005,138000
O074568,P003,C1277,64,01-10-2023,W002,32000
O074569,P002,C0234,73,01-10-2023,W004,36500
O074570,P002,C1527,80,01-10-2023,W010,40000
O074571,P003,C0220,71,01-10-2023,W004,35500
O074572,P006,C0988,72,01-10-2023,W004,90000
O074573,P005,C0963,80,01-10-2023,W010,100000
O074574,P005,C1515,83,01-10-2023,W002,103750
O074575,P003,C0239,71,01-10-2023,W002,35500
O074576,P006,C0445,80,01-10-2023,W015,100000
O074577,P006,C0589,73,01-10-2023,W005,91250
O074578,P001,C1324,78,01-10-2023,W004,39000
O074579,P006,C0719,69,01-10-2023,W015,86250
O074580,P005,C0188,93,01-10-2023,W004,116250
O074581,P001,C0586,76,01-10-2023,W012,38000
O074582,P003,C0283,84,01-10-2023,W001,42000
O074583,P004,C0610,78,01-10-2023,W010,117000
O074584,P001,C0454,63,01-10-2023,W015,31500
O074585,P006,C0350,95,01-10-2023,W010,118750
O074586,P002,C0837,50,01-10-2023,W002,25000
O074587,P004,C1922,98,01-10-2023,W013,147000
O074588,P002,C0481,100,01-10-2023,W014,50000
O074589,P002,C0675,74,01-10-2023,W010,37000
O074590,P006,C1827,50,01-10-2023,W002,62500
O074591,P001,C1331,62,01-10-2023,W004,31000
O074592,P005,C1965,83,01-10-2023,W014,103750
O074593,P003,C1002,82,01-10-2023,W012,41000
O074594,P006,C0240,75,01-10-2023,W003,93750
O074595,P002,C0059,82,01-10-2023,W005,41000
O074596,P004,C0571,87,01-10-2023,W015,130500
O074597,P006,C0827,68,01-10-2023,W010,85000
O074598,P006,C1577,87,01-10-2023,W012,108750
O074599,P003,C1672,57,01-10-2023,W014,28500
O074600,P001,C0801,61,01-10-2023,W005,30500
O074601,P005,C0479,94,01-10-2023,W010,117500
O074602,P002,C1949,65,01-10-2023,W009,32500
O074603,P005,C0739,98,01-10-2023,W006,122500
O074604,P003,C1890,52,01-10-2023,W004,26000
O074605,P001,C0294,61,01-10-2023,W002,30500
O074606,P004,C0525,66,01-10-2023,W006,99000
O074607,P003,C1163,54,01-10-2023,W001,27000
O074608,P005,C0854,56,01-10-2023,W001,70000
O074609,P006,C1140,90,01-10-2023,W014,112500
O074610,P006,C1783,60,01-10-2023,W015,75000
O074611,P004,C0813,96,01-10-2023,W010,144000
O074612,P002,C1897,89,01-10-2023,W010,44500
O074613,P005,C0051,95,01-10-2023,W015,118750
O074614,P005,C1149,66,01-10-2023,W007,82500
O074615,P003,C1354,100,01-10-2023,W013,50000
O074616,P006,C0361,75,01-10-2023,W005,93750
O074617,P005,C1699,56,01-10-2023,W012,70000
O074618,P002,C1201,96,01-10-2023,W015,48000
O074619,P001,C1779,99,01-10-2023,W004,49500
O074620,P006,C1465,50,01-10-2023,W012,62500
O074621,P004,C1825,69,01-10-2023,W011,103500
O074622,P006,C1830,100,01-10-2023,W014,125000
O074623,P002,C0345,82,01-10-2023,W010,41000
O074624,P005,C0036,84,01-10-2023,W014,105000
O074625,P004,C0421,54,01-10-2023,W011,81000
O074626,P005,C0285,64,01-10-2023,W004,80000
O074627,P003,C1398,54,01-10-2023,W002,27000
O074628,P004,C1186,98,01-10-2023,W010,147000
O074629,P004,C1336,71,01-10-2023,W012,106500
O074630,P001,C0146,68,01-10-2023,W004,34000
O074631,P003,C1339,81,01-10-2023,W003,40500
O074632,P002,C1417,84,01-10-2023,W009,42000
O074633,P003,C0091,98,01-10-2023,W006,49000
O074634,P002,C1282,54,01-10-2023,W004,27000
O074635,P001,C1052,74,01-10-2023,W008,37000
O074636,P003,C0141,74,01-10-2023,W006,37000
O074637,P005,C1065,80,01-10-2023,W015,100000
O074638,P004,C1295,91,01-10-2023,W013,136500
O074639,P003,C1573,90,01-10-2023,W003,45000
O074640,P003,C0556,65,01-10-2023,W014,32500
O074641,P003,C1170,52,01-10-2023,W004,26000
O074642,P001,C0322,79,01-10-2023,W009,39500
O074643,P001,C1570,90,01-10-2023,W015,45000
O074644,P003,C0753,84,01-10-2023,W015,42000
O074645,P003,C1687,55,01-10-2023,W004,27500
O074646,P001,C1825,68,01-10-2023,W011,34000
O074647,P001,C1268,77,01-10-2023,W015,38500
O074648,P004,C1776,75,01-10-2023,W007,112500
O074649,P005,C1242,76,01-10-2023,W011,95000
O074650,P002,C0057,95,01-10-2023,W002,47500
O074651,P005,C0979,79,01-10-2023,W013,98750
O074652,P003,C0219,80,01-10-2023,W015,40000
O074653,P003,C1688,67,01-10-2023,W003,33500
O074654,P001,C0826,75,01-10-2023,W010,37500
O074655,P004,C1739,76,01-10-2023,W005,114000
O074656,P005,C1399,86,01-10-2023,W004,107500
O074657,P002,C0849,96,01-10-2023,W014,48000
O074658,P003,C0258,76,01-10-2023,W006,38000
O074659,P003,C1654,50,01-10-2023,W006,25000
O074660,P006,C0192,76,01-10-2023,W014,95000
O074661,P004,C1447,88,01-10-2023,W001,132000
O074662,P005,C1343,99,01-10-2023,W006,123750
O074663,P006,C0912,56,01-10-2023,W005,70000
O074664,P003,C0180,80,01-10-2023,W002,40000
O074665,P005,C1314,89,01-10-2023,W014,111250
O074666,P002,C1862,94,01-10-2023,W010,47000
O074667,P004,C0678,65,01-10-2023,W006,97500
O074668,P001,C1723,94,01-10-2023,W015,47000
O074669,P006,C1006,55,01-10-2023,W002,68750
O074670,P006,C0002,72,01-10-2023,W004,90000
O074671,P005,C0801,61,01-10-2023,W005,76250
O074672,P001,C0100,53,01-10-2023,W005,26500
O074673,P004,C1671,50,01-10-2023,W002,75000
O074674,P004,C1782,79,01-10-2023,W005,118500
O074675,P002,C0787,50,01-10-2023,W006,25000
O074676,P005,C1160,100,01-10-2023,W013,125000
O074677,P003,C0910,89,01-10-2023,W008,44500
O074678,P003,C1928,86,01-10-2023,W013,43000
O074679,P001,C1962,70,01-10-2023,W012,35000
O074680,P003,C0900,61,01-10-2023,W015,30500
O074681,P002,C1787,68,01-10-2023,W003,34000
O074682,P003,C0140,79,01-10-2023,W015,39500
O074683,P001,C0489,55,01-10-2023,W015,27500
O074684,P005,C0573,50,01-10-2023,W013,62500
O074685,P001,C1695,66,01-10-2023,W008,33000
O074686,P005,C1645,85,01-10-2023,W004,106250
O074687,P003,C1773,97,01-10-2023,W015,48500
O074688,P002,C1105,79,01-10-2023,W010,39500
O074689,P005,C1522,52,01-10-2023,W001,65000
O074690,P001,C0568,65,01-10-2023,W014,32500
O074691,P001,C1054,83,01-10-2023,W004,41500
O074692,P005,C1339,90,01-10-2023,W003,112500
O074693,P005,C1878,93,01-10-2023,W010,116250
O074694,P003,C0037,99,01-10-2023,W010,49500
O074695,P002,C1455,61,01-10-2023,W015,30500
O074696,P001,C1584,83,01-10-2023,W015,41500
O074697,P005,C0722,100,01-10-2023,W002,125000
O074698,P002,C0521,66,01-10-2023,W009,33000
O074699,P002,C1452,87,01-10-2023,W002,43500
O074700,P006,C1125,60,01-10-2023,W005,75000
O074701,P002,C1167,71,01-10-2023,W003,35500
O074702,P002,C1527,52,01-10-2023,W010,26000
O074703,P004,C0640,55,01-10-2023,W015,82500
O074704,P004,C1015,56,01-10-2023,W010,84000
O074705,P006,C0701,61,01-10-2023,W015,76250
O074706,P001,C1902,67,01-10-2023,W015,33500
O074707,P005,C0141,68,01-10-2023,W006,85000
O074708,P004,C1876,65,01-10-2023,W002,97500
O074709,P005,C0557,69,01-10-2023,W002,86250
O074710,P001,C1436,94,01-10-2023,W003,47000
O074711,P002,C1980,96,01-10-2023,W002,48000
O074712,P004,C0975,52,01-10-2023,W008,78000
O074713,P003,C0765,50,01-10-2023,W004,25000
O074714,P006,C0120,86,01-10-2023,W013,107500
O074715,P005,C0029,98,01-10-2023,W010,122500
O074716,P002,C1872,66,01-10-2023,W006,33000
O074717,P005,C0544,81,01-10-2023,W009,101250
O074718,P006,C0518,55,01-10-2023,W003,68750
O074719,P004,C0768,61,01-10-2023,W004,91500
O074720,P005,C1529,99,01-10-2023,W015,123750
O074721,P004,C1932,74,01-10-2023,W015,111000
O074722,P003,C0103,97,01-10-2023,W006,48500
O074723,P004,C0959,72,01-10-2023,W007,108000
O074724,P002,C1897,54,01-10-2023,W010,27000
O074725,P006,C1129,50,01-10-2023,W015,62500
O074726,P003,C1354,60,01-10-2023,W013,30000
O074727,P001,C0071,80,01-10-2023,W012,40000
O074728,P002,C1791,55,01-10-2023,W004,27500
O074729,P004,C1311,77,01-10-2023,W010,115500
O074730,P001,C0898,94,01-10-2023,W003,47000
O074731,P003,C1133,78,01-10-2023,W015,39000
O074732,P004,C0687,58,01-10-2023,W010,87000
O074733,P005,C1122,90,01-10-2023,W005,112500
O074734,P005,C1719,60,01-10-2023,W005,75000
O074735,P005,C0742,50,01-10-2023,W015,62500
O074736,P002,C1370,58,01-10-2023,W015,29000
O074737,P001,C1117,88,01-10-2023,W011,44000
O074738,P004,C0286,96,01-10-2023,W002,144000
O074739,P001,C1554,52,01-10-2023,W002,26000
O074740,P003,C1563,62,01-10-2023,W013,31000
O074741,P005,C1710,71,01-10-2023,W015,88750
O074742,P005,C0469,50,01-10-2023,W005,62500
O074743,P004,C1589,88,01-10-2023,W004,132000
O074744,P003,C1176,86,01-10-2023,W015,43000
O074745,P005,C1425,83,01-10-2023,W005,103750
O074746,P001,C0588,50,01-10-2023,W003,25000
O074747,P003,C1938,72,01-10-2023,W014,36000
O074748,P006,C1556,78,01-10-2023,W015,97500
O074749,P002,C1740,75,01-10-2023,W004,37500
